employee_id,full_name,department,designation,nationality,joining_date,salary_aed,mmup_license,visa_status,email,phone,status,internal_notes,created_at,last_updated_at,created_by,record_version,is_active,tags
EMP-0105,Emily Walker,Commercial,Procurement Manager,UK,2019-06-24,43969,N/A,Employment Visa,emily.walker@alrashdeng.ae,+971-50-9344741,Active,—,2019-06-24T09:08:00,2019-06-24T09:08:00,system@alrashdeng.ae,1,True,Senior Staff
EMP-0106,Andrew Sanchez,Finance,Cost Controller,Bangladesh,2021-07-10,20080,N/A,Mission Visa,andrew.sanchez@alrashdeng.ae,+971-54-2209226,Active,—,2021-07-10T07:27:00,2021-07-10T07:27:00,system@alrashdeng.ae,1,True,—
EMP-0107,Melissa Jones,Finance,Finance Manager,India,2021-01-27,55130,N/A,Golden Visa,melissa.jones@alrashdeng.ae,+971-56-8202195,Active,—,2021-01-27T17:26:00,2021-01-27T17:26:00,system@alrashdeng.ae,1,True,Senior Staff
EMP-0108,Crystal Lee,Finance,Accountant,Jordan,2023-03-01,12548,N/A,Employment Visa,crystal.lee@alrashdeng.ae,+971-54-3883553,Active,—,2023-03-01T16:29:00,2023-03-01T16:29:00,system@alrashdeng.ae,1,True,—
EMP-0109,Troy Sanchez,Finance,Cost Controller,India,2022-11-12,28714,N/A,Golden Visa,troy.sanchez@alrashdeng.ae,+971-50-5082173,Active,—,2022-11-12T13:33:00,2022-11-12T13:33:00,system@alrashdeng.ae,1,True,—
EMP-0110,Adam Potter,Finance,Finance Manager,Egypt,2023-09-17,50936,N/A,Mission Visa,adam.potter@alrashdeng.ae,+971-54-4717362,Active,—,2023-09-17T09:04:00,2023-09-17T09:04:00,system@alrashdeng.ae,1,True,Senior Staff
EMP-0111,Daniel Coleman,Finance,Cost Controller,Bangladesh,2019-04-22,12472,N/A,Mission Visa,daniel.coleman@alrashdeng.ae,+971-52-6861544,Active,—,2019-04-22T17:52:00,2019-04-22T17:52:00,system@alrashdeng.ae,1,True,—
EMP-0112,Susan Holmes,Finance,Finance Manager,India,2018-05-16,40484,N/A,Employment Visa,susan.holmes@alrashdeng.ae,+971-54-4309671,Active,—,2018-05-16T09:48:00,2018-05-16T09:48:00,system@alrashdeng.ae,1,True,Senior Staff
EMP-0113,John Charles,Finance,Cost Controller,Pakistan,2021-05-21,9938,N/A,Mission Visa,john.charles@alrashdeng.ae,+971-55-8783840,Active,—,2021-05-21T16:28:00,2021-05-21T16:28:00,system@alrashdeng.ae,1,True,—
EMP-0114,Laurie Contreras,Finance,Cost Controller,Sri Lanka,2025-04-29,41994,N/A,Golden Visa,laurie.contreras@alrashdeng.ae,+971-54-3532644,Active,—,2025-04-29T14:28:00,2025-04-29T14:28:00,system@alrashdeng.ae,1,True,Senior Staff
EMP-0115,Caitlin Dodson,Finance,Cost Controller,Egypt,2024-08-10,24845,N/A,Mission Visa,caitlin.dodson@alrashdeng.ae,+971-50-6904610,Active,—,2024-08-10T11:29:00,2024-08-10T11:29:00,system@alrashdeng.ae,1,True,—
EMP-0116,Cheyenne Ball,Finance,Accountant,UAE,2021-09-28,7464,N/A,Golden Visa,cheyenne.ball@alrashdeng.ae,+971-54-2287332,Active,—,2021-09-28T08:39:00,2021-09-28T08:39:00,system@alrashdeng.ae,1,True,—
EMP-0117,Maria Kelley,Admin,Document Controller,Sri Lanka,2024-08-26,35324,N/A,Mission Visa,maria.kelley@alrashdeng.ae,+971-50-8545279,Inactive,—,2024-08-26T16:41:00,2024-08-26T16:41:00,system@alrashdeng.ae,1,True,—
EMP-0118,Julia Wells,Admin,PRO,Sri Lanka,2019-12-03,26071,N/A,Golden Visa,julia.wells@alrashdeng.ae,+971-56-3531028,Inactive,—,2019-12-03T14:06:00,2019-12-03T14:06:00,system@alrashdeng.ae,1,True,—
EMP-0119,John Walsh,Admin,Office Administrator,Bangladesh,2023-09-05,10526,N/A,Mission Visa,john.walsh@alrashdeng.ae,+971-52-1656695,Active,—,2023-09-05T14:28:00,2023-09-05T14:28:00,system@alrashdeng.ae,1,True,—
EMP-0120,Adrienne Sims,Admin,PRO,UK,2020-01-14,28848,N/A,Golden Visa,adrienne.sims@alrashdeng.ae,+971-55-7858012,Active,—,2020-01-14T17:38:00,2020-01-14T17:38:00,system@alrashdeng.ae,1,True,—
EMP-0121,Chris Mitchell,Admin,HR Manager,UK,2020-01-06,66345,N/A,Employment Visa,chris.mitchell@alrashdeng.ae,+971-54-2585546,Active,—,2020-01-06T13:18:00,2020-01-06T13:18:00,system@alrashdeng.ae,1,True,Senior Staff
EMP-0122,Luis Fernandez,Admin,Office Administrator,Pakistan,2019-01-10,44498,N/A,Golden Visa,luis.fernandez@alrashdeng.ae,+971-50-3372774,Inactive,—,2019-01-10T11:41:00,2019-01-10T11:41:00,system@alrashdeng.ae,1,True,Senior Staff
EMP-0123,Jesse Benson,Admin,Document Controller,Sri Lanka,2023-03-28,13450,N/A,Mission Visa,jesse.benson@alrashdeng.ae,+971-50-6193922,Active,—,2023-03-28T17:50:00,2023-03-28T17:50:00,system@alrashdeng.ae,1,True,—
EMP-0124,Caleb Russell,Admin,Office Administrator,Bangladesh,2022-01-09,13375,N/A,Employment Visa,caleb.russell@alrashdeng.ae,+971-55-9531021,Active,—,2022-01-09T12:19:00,2022-01-09T12:19:00,system@alrashdeng.ae,1,True,—
EMP-0125,Robert Clark,Admin,PRO,UK,2021-02-11,19037,N/A,Golden Visa,robert.clark@alrashdeng.ae,+971-52-4800761,Inactive,—,2021-02-11T09:04:00,2021-02-11T09:04:00,system@alrashdeng.ae,1,True,—
EMP-0126,Rebecca Silva,Admin,Office Administrator,Bangladesh,2023-02-27,11628,N/A,Mission Visa,rebecca.silva@alrashdeng.ae,+971-56-1633297,Active,—,2023-02-27T16:08:00,2023-02-27T16:08:00,system@alrashdeng.ae,1,True,—
EMP-0127,Melissa Cannon,Admin,Document Controller,Pakistan,2020-10-27,15109,N/A,Employment Visa,melissa.cannon@alrashdeng.ae,+971-56-3777286,Active,—,2020-10-27T07:26:00,2020-10-27T07:26:00,system@alrashdeng.ae,1,True,—
EMP-0128,Adam Bell,Admin,Office Administrator,Lebanon,2023-08-03,20566,N/A,Mission Visa,adam.bell@alrashdeng.ae,+971-54-8531761,Active,—,2023-08-03T10:19:00,2023-08-03T10:19:00,system@alrashdeng.ae,1,True,—
EMP-0129,Melissa Ashley,Admin,Document Controller,UK,2021-02-08,17715,N/A,Mission Visa,melissa.ashley@alrashdeng.ae,+971-56-8391997,Active,—,2021-02-08T11:49:00,2021-02-08T11:49:00,system@alrashdeng.ae,1,True,—
EMP-0130,Julie Payne,Admin,Document Controller,Bangladesh,2022-06-22,37958,N/A,Golden Visa,julie.payne@alrashdeng.ae,+971-52-4350371,Active,—,2022-06-22T09:55:00,2022-06-22T09:55:00,system@alrashdeng.ae,1,True,—
